ID;Name;Level;Element1;Element2;Health;Abilities
M3_PYRAMID_THE_HANGMAN_OF_GALLOWWOOD_37;The Hangman of Gallowwood;37;Light;None;170;Whenever you swipe a light chain with 8 or more crystals in a circle, destroy a random non-light troop.
M3_PYRAMID_INVELTIMA_ROOT_ORACLE_39;Inveltima, Root Oracle;39;Light;None;170;At the start of any player's turn, that player draws a card.
M3_PYRAMID_CARAVAN_ROBBER_41;Caravan Robber;41;Light;None;200;
M3_PYRAMID_SANDSLEEPER_43;Sandsleeper;43;Light;None;210;
M3_PYRAMID_RED_MESA_LOOKOUT_45;Red Mesa Lookout;45;Light;None;180;
M3_PYRAMID_WATER_CARRIER_47;Water Carrier;47;Light;Water;180;Whenever you create one or more {L}, transform a random allied {w} into {W}.
M3_PYRAMID_DUNESURFER_49;Dunesurfer;49;Light;None;205;Whenever your hero is dealt at least 15 damage, put a random troop in your hand on a random empty allied field.
M3_PYRAMID_AUVARU_SENTINEL_OF_AURESH_51;Au’Varu, Sentinel of Au'Resh;51;Light;Water;170;At the start of your turn, heal 1 {h} from your hero for each allied water crystal. Destroy all allied water crystals.
M3_PYRAMID_MARAKYCA_THE_CACTUS_53;Mara’Kyca, the Cactus;53;Light;None;170;30{r}, end your turn: Destroy chosen enemy non-light troop.
M3_PYRAMID_XUHROK_LIGHTWIELDER_55;Xuh’Rok, Lightwielder;55;Light;None;200;Whenever you swipe a light chain with 5 or more crystals, destroy all allied darkness crystals.
M3_PYRAMID_THE_HANGMAN_OF_GALLOWWOOD_57;The Hangman of Gallowwood;57;Light;None;240;Whenever you swipe a light chain with 8 or more crystals in a circle, destroy a random non-light troop.
M3_PYRAMID_INVELTIMA_ROOT_ORACLE_59;Inveltima, Root Oracle;59;Light;None;220;At the start of any player's turn, that player draws a card.
M3_PYRAMID_CARAVAN_ROBBER_61;Caravan Robber;61;Light;None;250;
M3_PYRAMID_SANDSLEEPER_63;Sandsleeper;63;Light;None;270;
M3_PYRAMID_RED_MESA_LOOKOUT_65;Red Mesa Lookout;65;Light;None;220;
M3_PYRAMID_WATER_CARRIER_67;Water Carrier;67;Light;Water;220;Whenever you create one or more {L}, transform a random allied {w} into {W}.
M3_PYRAMID_DUNESURFER_69;Dunesurfer;69;Light;None;260;Whenever your hero is dealt at least 15 damage, put a random troop in your hand on a random empty allied field.
M3_PYRAMID_AUVARU_SENTINEL_OF_AURESH_71;Au’Varu, Sentinel of Au'Resh;71;Light;Water;205;At the start of your turn, heal 1 {h} from your hero for each allied water crystal. Destroy all allied water crystals.
M3_PYRAMID_MARAKYCA_THE_CACTUS_73;Mara’Kyca, the Cactus;73;Light;None;205;30{r}, end your turn: Destroy chosen enemy non-light troop.
M3_PYRAMID_XUHROK_LIGHTWIELDER_75;Xuh’Rok, Lightwielder;75;Light;None;240;Whenever you swipe a light chain with 5 or more crystals, destroy all allied darkness crystals.
M3_PYRAMID_THE_HANGMAN_OF_GALLOWWOOD_77;The Hangman of Gallowwood;77;Light;None;290;Whenever you swipe a light chain with 8 or more crystals in a circle, destroy a random non-light troop.
M3_PYRAMID_INVELTIMA_ROOT_ORACLE_79;Inveltima, Root Oracle;79;Light;None;270;At the start of any player's turn, that player draws a card.
M3_PYRAMID_CARAVAN_ROBBER_81;Caravan Robber;81;Light;None;300;
M3_PYRAMID_SANDSLEEPER_83;Sandsleeper;83;Light;None;330;
M3_PYRAMID_RED_MESA_LOOKOUT_85;Red Mesa Lookout;85;Light;None;260;
M3_PYRAMID_WATER_CARRIER_87;Water Carrier;87;Light;Water;260;Whenever you create one or more {L}, transform a random allied {w} into {W}.
M3_PYRAMID_DUNESURFER_89;Dunesurfer;89;Light;None;315;Whenever your hero is dealt at least 20 damage, put a random troop in your hand on a random empty allied field.
M3_PYRAMID_AUVARU_SENTINEL_OF_AURESH_91;Au’Varu, Sentinel of Au'Resh;91;Light;Water;240;At the start of your turn, heal 1 {h} from your hero for each allied water crystal. Destroy all allied water crystals.
M3_PYRAMID_MARAKYCA_THE_CACTUS_93;Mara’Kyca, the Cactus;93;Light;None;240;30{r}, end your turn: Destroy chosen enemy non-light troop.
M3_PYRAMID_XUHROK_LIGHTWIELDER_95;Xuh’Rok, Lightwielder;95;Light;None;280;Whenever you swipe a light chain with 5 or more crystals, destroy all allied darkness crystals.
M3_PYRAMID_THE_HANGMAN_OF_GALLOWWOOD_97;The Hangman of Gallowwood;97;Light;None;340;Whenever you swipe a light chain with 8 or more crystals in a circle, destroy a random non-light troop.
M3_PYRAMID_INVELTIMA_ROOT_ORACLE_99;Inveltima, Root Oracle;99;Light;None;320;At the start of any player's turn, that player draws a card.
M3_PYRAMID_MEERKAT_1;Meerkat;2;Light;None;70;
M3_PYRAMID_FENNEK_2;Fennek;2;Light;None;80;
M3_PYRAMID_CAMEL_3;Camel;3;Light;None;90;
M3_PYRAMID_VULTURE_4;Vulture;4;Light;None;70;Whenever a troop is destroyed, heal 5 {h} from this.
M3_PYRAMID_MELXIOR_90;Melxior, Lux Altera;90;Light;None;400;All heroes lose all {np} of their most likely to spawn element..
M3_PYRAMID_HEOSPHOROS_99;Heosphoros;99;Light;None;500;At the start of your opponent's turn, deal one damage to the enemy hero for each enemy darkness crystal.
M3_TOWER_M3H2_5;Svarteld;5;Darkness;None;110;
M3_TOWER_M3H2_10;Svarteld;10;Darkness;None;115;10{r}: Destroy all crystals in chosen 3x3 square.
M3_TOWER_M3H2_15;Svarteld;15;Darkness;None;120;
M3_TOWER_M3H2_20;Svarteld;20;Darkness;None;125;As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.
M3_TOWER_M3H2_25;Svarteld;25;Darkness;None;130;As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_TOWER_M3H2_30;Svarteld;30;Darkness;None;135;"Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards."
M3_TOWER_M3H2_35;Svarteld;35;Darkness;None;140;"Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_40;Svarteld;40;Darkness;None;145;"20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_45;Svarteld;45;Darkness;None;150;"20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_50;Svarteld;50;Darkness;None;155;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_55;Svarteld;55;Darkness;None;160;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards."
M3_TOWER_M3H2_60;Svarteld;60;Darkness;None;165;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_65;Svarteld;65;Darkness;None;170;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards."
M3_TOWER_M3H2_70;Svarteld;70;Darkness;None;175;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards."
M3_TOWER_M3H2_75;Svarteld;75;Darkness;None;180;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_80;Svarteld;80;Darkness;None;185;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_85;Svarteld;85;Darkness;None;190;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_90;Svarteld;90;Darkness;None;195;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H2_95;Svarteld;95;Darkness;None;200;"Whenever your opponent discards a card, steal a super crystal from your opponent.|20{r}: Your opponent discards a card of their choice.|Allied troops gain ""Can't be chosen"".|As long as there are no cards in your opponent's hand, you can play Obscura as quick cards.|10{r}: Destroy all crystals in chosen 3x3 square."
M3_TOWER_M3H13_24;Laruar;24;Fire;Darkness;125;Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_29;Laruar;29;Fire;Darkness;130;If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.
M3_TOWER_M3H13_34;Laruar;34;Fire;Darkness;135;If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_39;Laruar;39;Fire;Darkness;140;10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.
M3_TOWER_M3H13_44;Laruar;44;Fire;Darkness;145;10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_49;Laruar;49;Fire;Darkness;150;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_54;Laruar;54;Fire;Darkness;155;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_59;Laruar;59;Fire;Darkness;160;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_64;Laruar;64;Fire;Darkness;165;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_69;Laruar;69;Fire;Darkness;170;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_74;Laruar;74;Fire;Darkness;175;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_79;Laruar;79;Fire;Darkness;180;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_84;Laruar;84;Fire;Darkness;185;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_TOWER_M3H13_89;Laruar;89;Fire;Darkness;190;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
